source_id,relation,target_id,weight,source,target
N1645,associated_with,N2228,1,carbon,rest
N1645,associated_with,N247,1,carbon,sodium
N1645,associated_with,N2557,1,carbon,ions
N1645,associated_with,N3016,1,carbon,patients
N1645,associated_with,N313,1,carbon,bradycardia
N1645,associated_with,N3694,1,carbon,lactic acid
N1645,associated_with,N4235,1,carbon,disease
N1645,associated_with,N432,1,carbon,ischemia
N1645,associated_with,N5503,1,carbon,carbon monoxide
N1645,associated_with,N6475,1,carbon,myocardial ischemia
N1645,associated_with,N7304,1,carbon,traction
N1645,associated_with,N855,1,carbon,pons
N1645,causes,N1173,1,carbon,cortisone
N1645,causes,N1244,1,carbon,oxygen
N1645,causes,N1285,1,carbon,blood
N1645,causes,N135,1,carbon,partial pressure
N1645,causes,N1568,2,carbon,sodium bicarbonate
N1645,causes,N1600,1,carbon,hematocrit
N1645,causes,N1608,1,carbon,carbon dioxide
N1645,causes,N1901,1,carbon,hyperventilation
N1645,causes,N1920,1,carbon,ear
N1645,causes,N1974,1,carbon,acidosis
N1645,causes,N1975,1,carbon,alkalosis
N1645,causes,N247,2,carbon,sodium
N1645,causes,N3537,1,carbon,pressure
N1645,causes,N37,1,carbon,heart
N1645,causes,N42,1,carbon,tin
N1645,causes,N6518,2,carbon,ventilation
N1645,causes,N795,1,carbon,spasm
N1645,causes,N837,1,carbon,hydrocortisone
N1645,causes,N86,1,carbon,heart rate
N1645,causes,N919,1,carbon,resuscitation
N1645,treated_by,N19,1,carbon,animals
N1645,treated_by,N3864,1,carbon,survival rate
N1645,treated_by,N6134,1,carbon,survival
N1651,associated_with,N106,1,veins,arteries
N1651,associated_with,N1186,1,veins,infarction
N1651,associated_with,N1203,1,veins,embolism
N1651,associated_with,N1302,1,veins,thromboembolism
N1651,associated_with,N1622,1,veins,necrosis
N1651,associated_with,N1920,1,veins,ear
N1651,associated_with,N2135,1,veins,plasminogen
N1651,associated_with,N2359,1,veins,popliteal artery
N1651,associated_with,N2557,1,veins,ions
N1651,associated_with,N2610,1,veins,saphenous vein
N1651,associated_with,N2630,1,veins,microscopy
N1651,associated_with,N2802,1,veins,tea
N1651,associated_with,N292,2,veins,thrombosis
N1651,associated_with,N3109,1,veins,foot
N1651,associated_with,N3463,1,veins,thrombin
N1651,associated_with,N3478,1,veins,light
N1651,associated_with,N3843,1,veins,protein c
N1651,associated_with,N42,1,veins,tin
N1651,associated_with,N4235,1,veins,disease
N1651,associated_with,N4409,1,veins,hepatic veins
N1651,associated_with,N453,1,veins,antithrombin iii
N1651,associated_with,N486,1,veins,liver
N1651,associated_with,N493,1,veins,hyperemia
N1651,associated_with,N5060,1,veins,splenic infarction
N1651,associated_with,N583,1,veins,femoral artery
N1651,associated_with,N790,1,veins,angiography
N1651,causes,N1034,1,veins,pulmonary veins
N1651,causes,N1062,1,veins,hypertrophy
N1651,causes,N1285,2,veins,blood
N1651,causes,N18,1,veins,syndrome
N1651,causes,N1920,1,veins,ear
N1651,causes,N2165,2,veins,dilatation
N1651,causes,N217,1,veins,blood pressure
N1651,causes,N2393,1,veins,venous pressure
N1651,causes,N2557,1,veins,ions
N1651,causes,N2621,1,veins,ankle
N1651,causes,N2771,1,veins,tricuspid valve
N1651,causes,N2869,1,veins,femoral vein
N1651,causes,N3288,1,veins,lip
N1651,causes,N3537,3,veins,pressure
N1651,causes,N4,1,veins,hemangioma
N1651,causes,N42,1,veins,tin
N1651,causes,N4235,1,veins,disease
N1651,causes,N4409,1,veins,hepatic veins
N1651,causes,N5110,2,veins,lead
N1651,causes,N584,1,veins,varicose veins
N1651,causes,N7289,1,veins,ankle joint
N1651,causes,N7640,1,veins,ependyma
N1651,treated_by,N1840,1,veins,phlebography
N1655,associated_with,N1920,1,pyelonephritis,ear
N1655,associated_with,N2209,3,pyelonephritis,nephritis
N1655,associated_with,N2557,1,pyelonephritis,ions
N1655,associated_with,N274,1,pyelonephritis,kidney
N1655,associated_with,N275,1,pyelonephritis,diabetes mellitus
N1655,associated_with,N352,1,pyelonephritis,sclerosis
N1655,associated_with,N37,1,pyelonephritis,heart
N1655,associated_with,N4055,1,pyelonephritis,asia
N1655,associated_with,N4235,1,pyelonephritis,disease
N1655,associated_with,N465,1,pyelonephritis,heart diseases
N1655,associated_with,N49,2,pyelonephritis,hypertension
N1655,associated_with,N7208,1,pyelonephritis,toxemia
N1655,causes,N2209,1,pyelonephritis,nephritis
N1655,causes,N2557,1,pyelonephritis,ions
N1655,causes,N274,1,pyelonephritis,kidney
N1655,causes,N352,1,pyelonephritis,sclerosis
N1655,causes,N429,1,pyelonephritis,arteritis
N1655,causes,N6101,1,pyelonephritis,nose
N1657,associated_with,N1065,1,fibrin,thromboxane b2
N1657,associated_with,N107,1,fibrin,arteriosclerosis
N1657,associated_with,N108,1,fibrin,cholesterol
N1657,associated_with,N1131,1,fibrin,blood glucose
N1657,associated_with,N1186,2,fibrin,infarction
N1657,associated_with,N1225,3,fibrin,fibrinolysis
N1657,associated_with,N1272,2,fibrin,blood viscosity
N1657,associated_with,N1285,5,fibrin,blood
N1657,associated_with,N1316,1,fibrin,glucose
N1657,associated_with,N1417,1,fibrin,pentoxifylline
N1657,associated_with,N145,1,fibrin,lipoproteins
N1657,associated_with,N154,1,fibrin,obesity
N1657,associated_with,N1570,1,fibrin,fruit
N1657,associated_with,N162,1,fibrin,connective tissue
N1657,associated_with,N1630,1,fibrin,cell aggregation
N1657,associated_with,N1819,1,fibrin,permeability
N1657,associated_with,N1954,1,fibrin,immobilization
N1657,associated_with,N1997,1,fibrin,proteins
N1657,associated_with,N2011,3,fibrin,air
N1657,associated_with,N2018,3,fibrin,viscosity
N1657,associated_with,N2135,2,fibrin,plasminogen
N1657,associated_with,N2137,1,fibrin,streptokinase
N1657,associated_with,N217,1,fibrin,blood pressure
N1657,associated_with,N2228,1,fibrin,rest
N1657,associated_with,N2485,1,fibrin,ancrod
N1657,associated_with,N2539,10,fibrin,plasma
N1657,associated_with,N2557,7,fibrin,ions
N1657,associated_with,N2800,1,fibrin,nausea
N1657,associated_with,N2803,1,fibrin,vegetables
N1657,associated_with,N2827,1,fibrin,enzymes
N1657,associated_with,N283,1,fibrin,blood coagulation
N1657,associated_with,N2917,1,fibrin,immunoassay
N1657,associated_with,N292,1,fibrin,thrombosis
N1657,associated_with,N3016,6,fibrin,patients
N1657,associated_with,N304,1,fibrin,body weight
N1657,associated_with,N3288,6,fibrin,lip
N1657,associated_with,N352,2,fibrin,sclerosis
N1657,associated_with,N3537,1,fibrin,pressure
N1657,associated_with,N3638,2,fibrin,risk factors
N1657,associated_with,N369,1,fibrin,aging
N1657,associated_with,N3793,2,fibrin,cations
N1657,associated_with,N382,1,fibrin,endothelium
N1657,associated_with,N3847,1,fibrin,thromboplastin
N1657,associated_with,N39,2,fibrin,myocardial infarction
N1657,associated_with,N42,7,fibrin,tin
N1657,associated_with,N4223,1,fibrin,partial thromboplastin time
N1657,associated_with,N4235,4,fibrin,disease
N1657,associated_with,N432,1,fibrin,ischemia
N1657,associated_with,N4510,1,fibrin,fibrinopeptide a
N1657,associated_with,N4521,1,fibrin,hip
N1657,associated_with,N454,1,fibrin,heparin
N1657,associated_with,N46,6,fibrin,risk
N1657,associated_with,N4626,1,fibrin,discriminant analysis
N1657,associated_with,N494,1,fibrin,perfusion
N1657,associated_with,N522,1,fibrin,binding sites
N1657,associated_with,N5360,1,fibrin,sex
N1657,associated_with,N547,1,fibrin,cornea
N1657,associated_with,N554,1,fibrin,erythrocytes
N1657,associated_with,N563,14,fibrin,fibrinogen
N1657,associated_with,N596,1,fibrin,insulin
N1657,associated_with,N6012,1,fibrin,health
N1657,associated_with,N6475,1,fibrin,myocardial ischemia
N1657,associated_with,N6619,1,fibrin,meat
N1657,associated_with,N6904,2,fibrin,cuba
N1657,associated_with,N6920,1,fibrin,food
N1657,associated_with,N7281,1,fibrin,helium
N1657,associated_with,N900,2,fibrin,ether
N1657,causes,N100,1,fibrin,pulmonary embolism
N1657,causes,N1013,1,fibrin,disseminated intravascular coagulation
N1657,causes,N1186,1,fibrin,infarction
N1657,causes,N1203,1,fibrin,embolism
N1657,causes,N1212,1,fibrin,hemorrhage
N1657,causes,N1225,6,fibrin,fibrinolysis
N1657,causes,N1278,1,fibrin,anticoagulants
N1657,causes,N1625,1,fibrin,urea
N1657,causes,N1892,1,fibrin,rna
N1657,causes,N1997,1,fibrin,proteins
N1657,causes,N2011,1,fibrin,air
N1657,causes,N2021,1,fibrin,trypsin
N1657,causes,N2114,1,fibrin,thrombocytopenia
N1657,causes,N2137,1,fibrin,streptokinase
N1657,causes,N2409,1,fibrin,coagulants
N1657,causes,N2539,2,fibrin,plasma
N1657,causes,N2557,3,fibrin,ions
N1657,causes,N26,1,fibrin,male
N1657,causes,N2802,1,fibrin,tea
N1657,causes,N2875,1,fibrin,prothrombin
N1657,causes,N292,1,fibrin,thrombosis
N1657,causes,N3016,2,fibrin,patients
N1657,causes,N3463,1,fibrin,thrombin
N1657,causes,N3632,1,fibrin,paris
N1657,causes,N39,1,fibrin,myocardial infarction
N1657,causes,N3941,1,fibrin,platelet count
N1657,causes,N42,3,fibrin,tin
N1657,causes,N4386,1,fibrin,serine
N1657,causes,N5110,1,fibrin,lead
N1657,causes,N563,3,fibrin,fibrinogen
N1657,causes,N6101,1,fibrin,nose
N1657,causes,N6511,1,fibrin,subdural space
N1657,causes,N900,1,fibrin,ether
N1657,increases_risk_of,N2135,1,fibrin,plasminogen
N1657,increases_risk_of,N3288,1,fibrin,lip
N1657,increases_risk_of,N42,1,fibrin,tin
N1657,increases_risk_of,N4235,1,fibrin,disease
N1657,increases_risk_of,N46,1,fibrin,risk
N1657,increases_risk_of,N522,1,fibrin,binding sites
N1657,treated_by,N1126,1,fibrin,pericardium
N1657,treated_by,N1186,2,fibrin,infarction
N1657,treated_by,N1212,1,fibrin,hemorrhage
N1657,treated_by,N1235,1,fibrin,arachnoid
N1657,treated_by,N1272,1,fibrin,blood viscosity
N1657,treated_by,N1278,1,fibrin,anticoagulants
N1657,treated_by,N1285,3,fibrin,blood
N1657,treated_by,N1625,1,fibrin,urea
N1657,treated_by,N1805,1,fibrin,reserpine
N1657,treated_by,N2018,1,fibrin,viscosity
N1657,treated_by,N2069,1,fibrin,subarachnoid hemorrhage
N1657,treated_by,N2134,1,fibrin,fibrinolysin
N1657,treated_by,N2135,2,fibrin,plasminogen
N1657,treated_by,N2137,1,fibrin,streptokinase
N1657,treated_by,N2409,1,fibrin,coagulants
N1657,treated_by,N2485,1,fibrin,ancrod
N1657,treated_by,N2539,3,fibrin,plasma
N1657,treated_by,N2557,2,fibrin,ions
N1657,treated_by,N26,1,fibrin,male
N1657,treated_by,N268,1,fibrin,proline
N1657,treated_by,N2875,1,fibrin,prothrombin
N1657,treated_by,N2917,1,fibrin,immunoassay
N1657,treated_by,N292,3,fibrin,thrombosis
N1657,treated_by,N3016,7,fibrin,patients
N1657,treated_by,N3077,1,fibrin,postoperative period
N1657,treated_by,N3288,1,fibrin,lip
N1657,treated_by,N3463,2,fibrin,thrombin
N1657,treated_by,N3478,1,fibrin,light
N1657,treated_by,N379,1,fibrin,aneurysm
N1657,treated_by,N3793,1,fibrin,cations
N1657,treated_by,N39,2,fibrin,myocardial infarction
N1657,treated_by,N3941,1,fibrin,platelet count
N1657,treated_by,N4108,1,fibrin,contraindications
N1657,treated_by,N4224,2,fibrin,tissue plasminogen activator
N1657,treated_by,N431,1,fibrin,intermittent claudication
N1657,treated_by,N454,3,fibrin,heparin
N1657,treated_by,N4670,1,fibrin,injections
N1657,treated_by,N4751,1,fibrin,glutaral
N1657,treated_by,N563,2,fibrin,fibrinogen
N1657,treated_by,N6101,1,fibrin,nose
N166,associated_with,N125,1,endocardial fibroelastosis,child
N166,associated_with,N5344,1,endocardial fibroelastosis,death
N166,associated_with,N6134,1,endocardial fibroelastosis,survival
N1660,associated_with,N1277,1,molecular weight,phenindione
N1660,associated_with,N16,1,molecular weight,skin
N1660,associated_with,N1892,1,molecular weight,rna
N1660,associated_with,N1920,1,molecular weight,ear
N1660,associated_with,N2114,1,molecular weight,thrombocytopenia
N1660,associated_with,N2959,1,molecular weight,urine
N1660,associated_with,N420,1,molecular weight,dna
N1660,associated_with,N454,1,molecular weight,heparin
N1660,associated_with,N456,1,molecular weight,vitamin k
N1660,associated_with,N4763,1,molecular weight,viruses
N1669,associated_with,N243,1,cephaloridine,angiotensin ii
N1669,associated_with,N2557,1,cephaloridine,ions
N1669,associated_with,N974,1,cephaloridine,angiotensin i
N167,associated_with,N106,1,fibroma,arteries
N167,associated_with,N1920,1,fibroma,ear
N167,associated_with,N4618,2,fibroma,neurofibroma
N167,associated_with,N49,1,fibroma,hypertension
N1671,associated_with,N18,1,deafness,syndrome
N1672,associated_with,N1285,1,fear,blood
N1672,associated_with,N1354,1,fear,pain
N1672,associated_with,N1786,1,fear,amines
N1672,associated_with,N1920,1,fear,ear
N1672,associated_with,N2099,1,fear,anxiety
N1672,associated_with,N779,1,fear,catecholamines
N1673,treated_by,N146,1,stellate ganglion,dogs
N1673,treated_by,N222,1,stellate ganglion,propranolol
N1673,treated_by,N42,1,stellate ganglion,tin
N1674,associated_with,N1289,1,sympathectomy,guanethidine
N1674,associated_with,N3016,1,sympathectomy,patients
N1674,associated_with,N3763,1,sympathectomy,coronary artery disease
N1674,associated_with,N42,1,sympathectomy,tin
N1674,associated_with,N4235,1,sympathectomy,disease
N1674,associated_with,N721,1,sympathectomy,regression analysis
N1674,causes,N379,1,sympathectomy,aneurysm
N1674,causes,N5110,1,sympathectomy,lead
N1674,causes,N576,1,sympathectomy,tachycardia
N1674,treated_by,N1111,1,sympathectomy,wine
N1674,treated_by,N1285,2,sympathectomy,blood
N1674,treated_by,N217,1,sympathectomy,blood pressure
N1674,treated_by,N3016,1,sympathectomy,patients
N1674,treated_by,N3537,1,sympathectomy,pressure
N1674,treated_by,N3632,1,sympathectomy,paris
N1674,treated_by,N913,1,sympathectomy,swine
N1674,treated_by,N950,1,sympathectomy,dopamine
N1675,associated_with,N1892,1,syncope,rna
N1675,associated_with,N1920,1,syncope,ear
N1675,associated_with,N2133,1,syncope,hypocalcemia
N1675,associated_with,N26,1,syncope,male
N1675,associated_with,N36,1,syncope,female
N1675,associated_with,N42,1,syncope,tin
N1675,associated_with,N499,1,syncope,ventricular fibrillation
N1675,associated_with,N576,1,syncope,tachycardia
N1675,causes,N1355,1,syncope,physical examination
N1675,causes,N323,1,syncope,vascular diseases
N1675,causes,N4235,1,syncope,disease
N1675,causes,N459,1,syncope,cardiovascular diseases
N1675,causes,N6289,1,syncope,attention
N1675,causes,N795,1,syncope,spasm
N1675,causes,N930,1,syncope,hypotension
N1679,associated_with,N1786,1,hypoventilation,amines
N1679,associated_with,N1796,1,hypoventilation,aerosols
N1679,associated_with,N18,1,hypoventilation,syndrome
N1679,associated_with,N2144,1,hypoventilation,accidents
N1679,associated_with,N2557,1,hypoventilation,ions
N1679,associated_with,N2838,1,hypoventilation,intubation
N1679,associated_with,N3016,1,hypoventilation,patients
N1679,associated_with,N3043,1,hypoventilation,asphyxia
N1679,associated_with,N3086,1,hypoventilation,water
N1679,associated_with,N46,1,hypoventilation,risk
N1679,associated_with,N510,1,hypoventilation,swimming
N1679,associated_with,N5668,1,hypoventilation,laryngoscopy
N1679,associated_with,N5780,1,hypoventilation,bronchoscopy
N1679,associated_with,N6518,1,hypoventilation,ventilation
N1679,associated_with,N7157,1,hypoventilation,inhalation
N1679,associated_with,N96,1,hypoventilation,asthma
N1679,causes,N1203,1,hypoventilation,embolism
N1679,causes,N392,1,hypoventilation,lung
N1679,causes,N6518,1,hypoventilation,ventilation
N1683,associated_with,N1224,1,blood volume,dialysis
N1683,associated_with,N1285,2,blood volume,blood
N1683,associated_with,N304,1,blood volume,body weight
N1683,associated_with,N3709,1,blood volume,renin-angiotensin system
N1683,associated_with,N494,1,blood volume,perfusion
N1683,associated_with,N89,1,blood volume,renin
N1683,causes,N1285,2,blood volume,blood
N1683,causes,N154,1,blood volume,obesity
N1683,causes,N1920,1,blood volume,ear
N1683,causes,N2013,1,blood volume,nitrogen
N1683,causes,N296,1,blood volume,cardiac output
N1683,causes,N37,1,blood volume,heart
N1683,causes,N392,1,blood volume,lung
N1683,causes,N42,1,blood volume,tin
N1683,causes,N49,1,blood volume,hypertension
N1683,causes,N5110,2,blood volume,lead
N1683,causes,N795,1,blood volume,spasm
N1686,associated_with,N1033,2,bacteria,phlebitis
N1686,associated_with,N1244,1,bacteria,oxygen
N1686,associated_with,N1439,1,bacteria,tuberculosis
N1686,associated_with,N1527,3,bacteria,endocarditis
N1686,associated_with,N1536,1,bacteria,sepsis
N1686,associated_with,N170,1,bacteria,infant
N1686,associated_with,N18,1,bacteria,syndrome
N1686,associated_with,N1920,1,bacteria,ear
N1686,associated_with,N2209,1,bacteria,nephritis
N1686,associated_with,N2228,1,bacteria,rest
N1686,associated_with,N2326,1,bacteria,arthritis
N1686,associated_with,N2349,1,bacteria,streptococcus
N1686,associated_with,N2557,1,bacteria,ions
N1686,associated_with,N2587,1,bacteria,butter
N1686,associated_with,N2605,1,bacteria,peritonitis
N1686,associated_with,N2638,1,bacteria,meningitis
N1686,associated_with,N3016,1,bacteria,patients
N1686,associated_with,N3248,1,bacteria,abscess
N1686,associated_with,N3472,1,bacteria,biliary tract
N1686,associated_with,N350,1,bacteria,liver cirrhosis
N1686,associated_with,N360,1,bacteria,prognosis
N1686,associated_with,N3894,1,bacteria,tonsillitis
N1686,associated_with,N42,1,bacteria,tin
N1686,associated_with,N4400,1,bacteria,cryoglobulinemia
N1686,associated_with,N4411,1,bacteria,stainless steel
N1686,associated_with,N450,1,bacteria,infections
N1686,associated_with,N455,2,bacteria,thrombophlebitis
N1686,associated_with,N486,1,bacteria,liver
N1686,associated_with,N49,1,bacteria,hypertension
N1686,associated_with,N6046,1,bacteria,bacteremia
N1686,associated_with,N6101,1,bacteria,nose
N1686,associated_with,N629,1,bacteria,glomerulonephritis
N1686,associated_with,N635,1,bacteria,carcinoma
N1686,associated_with,N786,1,bacteria,pulmonary circulation
N1686,causes,N1468,1,bacteria,respiratory tract infections
N1686,causes,N1920,1,bacteria,ear
N1686,causes,N2557,1,bacteria,ions
N1686,causes,N2605,1,bacteria,peritonitis
N1686,causes,N3248,1,bacteria,abscess
N1686,causes,N3472,1,bacteria,biliary tract
N1686,causes,N448,1,bacteria,pneumonia
N1686,causes,N450,1,bacteria,infections
N1686,treated_by,N1527,1,bacteria,endocarditis
N1686,treated_by,N2459,1,bacteria,vancomycin
N1686,treated_by,N3016,1,bacteria,patients
N1696,associated_with,N1154,1,tetracycline,microsomes
N1696,associated_with,N2741,1,tetracycline,mercury
N1696,associated_with,N33,1,tetracycline,aged
N1696,associated_with,N6422,1,tetracycline,fluorescein
N1696,associated_with,N990,1,tetracycline,mitochondria
N1698,associated_with,N1056,1,altitude,growth
N1698,associated_with,N1062,1,altitude,hypertrophy
N1698,associated_with,N1222,1,altitude,arterioles
N1698,associated_with,N2111,1,altitude,cells
N1698,associated_with,N24,1,altitude,hypoxia
N1698,associated_with,N2557,1,altitude,ions
N1698,associated_with,N2959,1,altitude,urine
N1698,associated_with,N30,1,altitude,rats
N1698,associated_with,N3086,1,altitude,water
N1698,associated_with,N32,1,altitude,adult
N1698,associated_with,N6012,1,altitude,health
N1698,causes,N49,1,altitude,hypertension
N1698,treated_by,N1079,1,altitude,edema
N1698,treated_by,N1117,1,altitude,dexamethasone
N1698,treated_by,N1610,1,altitude,diuresis
N1698,treated_by,N1625,1,altitude,urea
N1698,treated_by,N1920,1,altitude,ear
N1698,treated_by,N2126,1,altitude,betamethasone
N1698,treated_by,N316,1,altitude,mannitol
N1698,treated_by,N4363,1,altitude,sucrose
N170,associated_with,N1012,2,infant,coma
N170,associated_with,N1062,2,infant,hypertrophy
N170,associated_with,N121,1,infant,seizures
N170,associated_with,N1244,2,infant,oxygen
N170,associated_with,N125,1,infant,child
N170,associated_with,N1326,1,infant,mortality
N170,associated_with,N1515,1,infant,vomiting
N170,associated_with,N1521,1,infant,radioimmunoassay
N170,associated_with,N153,1,infant,japan
N170,associated_with,N1588,1,infant,glaucoma
N170,associated_with,N1610,1,infant,diuresis
N170,associated_with,N1618,1,infant,mitral valve
N170,associated_with,N1632,1,infant,polyarteritis nodosa
N170,associated_with,N1686,1,infant,bacteria
N170,associated_with,N18,3,infant,syndrome
N170,associated_with,N1802,1,infant,depression
N170,associated_with,N1892,1,infant,rna
N170,associated_with,N190,2,infant,aorta
N170,associated_with,N1920,6,infant,ear
N170,associated_with,N1995,1,infant,lymph
N170,associated_with,N2225,1,infant,myasthenia gravis
N170,associated_with,N2228,1,infant,rest
N170,associated_with,N2349,1,infant,streptococcus
N170,associated_with,N2539,1,infant,plasma
N170,associated_with,N2557,5,infant,ions
N170,associated_with,N26,1,infant,male
N170,associated_with,N2849,1,infant,ductus arteriosus
N170,associated_with,N2917,1,infant,immunoassay
N170,associated_with,N3016,1,infant,patients
N170,associated_with,N306,1,infant,arteriovenous malformations
N170,associated_with,N313,1,infant,bradycardia
N170,associated_with,N37,4,infant,heart
N170,associated_with,N3793,1,infant,cations
N170,associated_with,N393,1,infant,lymph nodes
N170,associated_with,N42,3,infant,tin
N170,associated_with,N4235,2,infant,disease
N170,associated_with,N429,1,infant,arteritis
N170,associated_with,N448,1,infant,pneumonia
N170,associated_with,N46,2,infant,risk
N170,associated_with,N460,2,infant,hypothermia
N170,associated_with,N4794,1,infant,failure to thrive
N170,associated_with,N49,3,infant,hypertension
N170,associated_with,N5095,1,infant,thymoma
N170,associated_with,N5344,2,infant,death
N170,associated_with,N5678,1,infant,affect
N170,associated_with,N6337,2,infant,radio
N170,associated_with,N720,1,infant,heart failure
N170,associated_with,N7314,1,infant,asthenia
N170,associated_with,N786,1,infant,pulmonary circulation
N170,associated_with,N901,1,infant,filtration
N170,associated_with,N930,1,infant,hypotension
N170,causes,N106,1,infant,arteries
N170,causes,N1078,2,infant,constriction
N170,causes,N125,1,infant,child
N170,causes,N134,1,infant,hypercapnia
N170,causes,N149,1,infant,nad
N170,causes,N18,2,infant,syndrome
N170,causes,N1827,1,infant,tetralogy of fallot
N170,causes,N1892,1,infant,rna
N170,causes,N1920,1,infant,ear
N170,causes,N1965,1,infant,pulmonary ventilation
N170,causes,N2011,1,infant,air
N170,causes,N2539,1,infant,plasma
N170,causes,N2557,1,infant,ions
N170,causes,N2849,1,infant,ductus arteriosus
N170,causes,N287,1,infant,epoprostenol
N170,causes,N304,1,infant,body weight
N170,causes,N3086,1,infant,water
N170,causes,N3361,1,infant,sound
N170,causes,N37,1,infant,heart
N170,causes,N3768,1,infant,incidence
N170,causes,N42,1,infant,tin
N170,causes,N4235,1,infant,disease
N170,causes,N4453,1,infant,weight gain
N170,causes,N450,1,infant,infections
N170,causes,N49,2,infant,hypertension
N170,causes,N498,1,infant,ligation
N170,causes,N5110,1,infant,lead
N170,causes,N5167,1,infant,muscle development
N170,causes,N5570,1,infant,cerebral palsy
N170,causes,N576,1,infant,tachycardia
N170,causes,N6101,1,infant,nose
N170,causes,N621,1,infant,brain
N170,causes,N6518,2,infant,ventilation
N170,causes,N667,1,infant,hydrocephalus
N170,causes,N853,1,infant,vasoconstriction
N170,treated_by,N1554,1,infant,cerebrospinal fluid
N170,treated_by,N1920,1,infant,ear
N170,treated_by,N262,2,infant,indomethacin
N170,treated_by,N37,1,infant,heart
N170,treated_by,N4235,1,infant,disease
N170,treated_by,N4879,1,infant,punctures
N170,treated_by,N498,1,infant,ligation
N170,treated_by,N667,1,infant,hydrocephalus
N170,treated_by,N886,1,infant,morbidity
N1700,associated_with,N1995,1,peptides,lymph
N1700,associated_with,N309,1,peptides,cell line
N1700,associated_with,N5110,1,peptides,lead
N1700,associated_with,N738,1,peptides,glycopeptides
N1700,associated_with,N741,1,peptides,lymphocytes
N1700,causes,N1095,1,peptides,membranes
N1700,causes,N1244,1,peptides,oxygen
N1700,causes,N3288,1,peptides,lip
N1700,causes,N3328,1,peptides,extremities
N1700,causes,N3935,1,peptides,lipid peroxidation
N1700,causes,N432,1,peptides,ischemia
N1700,causes,N4385,1,peptides,genes
N1700,causes,N5110,1,peptides,lead
N1700,causes,N852,1,peptides,oligopeptides
N1702,associated_with,N4235,1,psoriasis,disease
N1702,associated_with,N7139,1,psoriasis,spondylitis
N1702,associated_with,N900,1,psoriasis,ether
N1708,associated_with,N1193,1,vas deferens,pulse
N1708,associated_with,N1285,2,vas deferens,blood
N1708,associated_with,N1709,2,vas deferens,vasectomy
N1708,associated_with,N217,2,vas deferens,blood pressure
N1708,associated_with,N245,1,vas deferens,norepinephrine
N1708,associated_with,N2539,2,vas deferens,plasma
N1708,associated_with,N2557,1,vas deferens,ions
N1708,associated_with,N2827,1,vas deferens,enzymes
N1708,associated_with,N3537,2,vas deferens,pressure
N1708,associated_with,N42,1,vas deferens,tin
N1708,associated_with,N47,1,vas deferens,epinephrine
N1708,associated_with,N950,1,vas deferens,dopamine
N1709,associated_with,N1193,1,vasectomy,pulse
N1709,associated_with,N1285,3,vasectomy,blood
N1709,associated_with,N1708,2,vasectomy,vas deferens
N1709,associated_with,N217,3,vasectomy,blood pressure
N1709,associated_with,N245,1,vasectomy,norepinephrine
N1709,associated_with,N2539,2,vasectomy,plasma
N1709,associated_with,N2557,1,vasectomy,ions
N1709,associated_with,N2827,1,vasectomy,enzymes
N1709,associated_with,N3537,3,vasectomy,pressure
N1709,associated_with,N3860,1,vasectomy,korea
N1709,associated_with,N42,1,vasectomy,tin
N1709,associated_with,N46,1,vasectomy,risk
N1709,associated_with,N47,1,vasectomy,epinephrine
N1709,associated_with,N5344,1,vasectomy,death
N1709,associated_with,N855,1,vasectomy,pons
N1709,associated_with,N900,1,vasectomy,ether
N1709,associated_with,N950,1,vasectomy,dopamine
N1709,causes,N2557,1,vasectomy,ions
N1709,causes,N3988,1,vasectomy,cause of death
N1709,causes,N42,1,vasectomy,tin
N1709,causes,N5344,1,vasectomy,death
N171,associated_with,N1110,1,microtubules,ethanol
N171,associated_with,N1997,1,microtubules,proteins
N171,associated_with,N2557,1,microtubules,ions
N171,associated_with,N42,1,microtubules,tin
N171,associated_with,N4760,1,microtubules,efficiency
N171,associated_with,N486,1,microtubules,liver
N1710,associated_with,N1285,1,papillary muscles,blood
N1710,associated_with,N1462,1,papillary muscles,canrenone
N1710,associated_with,N217,1,papillary muscles,blood pressure
N1710,associated_with,N297,2,papillary muscles,muscles
N1710,associated_with,N30,1,papillary muscles,rats
N1710,associated_with,N3225,1,papillary muscles,hand
N1710,associated_with,N3537,1,papillary muscles,pressure
N1710,associated_with,N4055,1,papillary muscles,asia
N1711,treated_by,N1552,1,alanine,bilirubin
N1711,treated_by,N173,1,alanine,alkaline phosphatase
N1711,treated_by,N19,2,alanine,animals
N1711,treated_by,N1920,1,alanine,ear
N1711,treated_by,N2051,1,alanine,dihydroxyphenylalanine
N1711,treated_by,N2178,1,alanine,deslanoside
N1711,treated_by,N2979,2,alanine,phenylalanine
N1711,treated_by,N3016,1,alanine,patients
N1711,treated_by,N3086,1,alanine,water
N1711,treated_by,N3173,1,alanine,methysergide
N1711,treated_by,N670,1,alanine,cats
N1711,treated_by,N693,2,alanine,methyldopa
N1712,associated_with,N1285,1,corticosterone,blood
N1712,associated_with,N217,1,corticosterone,blood pressure
N1712,associated_with,N255,1,corticosterone,desoxycorticosterone
N1712,associated_with,N2557,2,corticosterone,ions
N1712,associated_with,N274,2,corticosterone,kidney
N1712,associated_with,N29,1,corticosterone,myocardium
N1712,associated_with,N30,1,corticosterone,rats
N1712,associated_with,N3086,1,corticosterone,water
N1712,associated_with,N3288,1,corticosterone,lip
